format,contributor,geographic_subject_local,content_type,temporal_subject_local,physical_collection,title,abstract,identifier,genre_form_local,rights_statement,date_created,date_digital_creation,Image,description,description.1,creator
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1960s,College of Veterinary Medicine Image Collection,Dorothy J. Kane,"Dorothy Kane, a graduating student from the class of August 1970, holds a snake inside a laboratory.",0418,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Between 1965 and 1970,2022-12-21T16:58:13.879000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/211/pages/page_0/files/CVM_0418.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1980s,College of Veterinary Medicine Image Collection,"Equine Ear Twitch, number 1",Demonstration of mild restraint.,0490,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1982-01-22,2022-12-21T17:21:56.523000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/281/pages/page_0/files/CVM_0490.jpg,"Written on photograph: photograph REQUEST (slip) : Sam Wigington, for the Dept. Large Animal Med. & Surg., TAMU, Breed: Appaloosa, 1 set in B W.",,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 130","Student resident of the Stevenson Companion Animal Life-Care Center, Kathleen Harris bathes ""Orphan Annie.""",0364-12,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T15:49:37.757000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/131/pages/page_0/files/CVM_0364-12.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['Arlington', 'Texas']",StillImage,1940s,College of Veterinary Medicine Image Collection,"Veterinary Practice: Farrell Brothers, number 2","Dr. Don Farrell (left) and brother Dr. Joseph M. Farrell, Jr. (right) examine a canine patient in the new clinic space at Farrell Brothers Animal Hospital located near Arlington, Texas. Brothers, Dr. Joseph Milton Farrell, Jr. and Dr. Don Farrell opened their veterinary practice together on August 9th, 1948 in Arlington, Texas.",0691,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1948,2022-12-21T18:26:31.323000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/473/pages/page_0/files/CVM_0691.jpg,Written on photograph: Two Vets with patient,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 016","Canine resident ""Chip"" who arrived at the center in 1998.",0360-16,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T15:36:24.240000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/17/pages/page_0/files/CVM_0360-16.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Womack Reception, number 24",Dr. Adams presents Dr. Womack with an official looking chair. Ann Kier stands behind the chair and appears to be speaking with Mrs. Womack in purple. An unnamed person is seen in on far right in the background.,0610,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-07-15,2022-12-21T17:59:14.276000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/393/pages/page_0/files/CVM_0610.jpg,Written on photograph: Roll 1 frame 24,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Dean Adams, number 01","Richard Adams in a dark colored suit. After serving in the Texas A&M Corps of Cadets for four years and graduating with his DVM in 1966, Dr. Adams served as a research veterinarian and Captain in the United States Army at Fort Detrick, MD, for two years. He then received his PhD in pharmacology in 1972, from the University of Pittsburgh while also serving as research associate. In 1972, he became an assistant professor in the department of pharmacology at the University of Texas Southwestern Medical School in Dallas. In 1975, he was tenured and promoted to associate professor. In 1984, he moved to the University of Missouri-Columbia College of Veterinary Medicine where he become a professor and the chairman of the department of veterinary biomedical sciences.",0436,"['Photographs', 'Portraits']",In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1994,2022-12-21T17:04:11.935000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/229/pages/page_0/files/CVM_0436.jpg,Written on photograph: H. Richard Adams-1994,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Womack Reception, number 37",Possibly Dr. Gerald N. Woodes with Dr. Womack at a reception for Dr. James Womack.,0623,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-07-15,2022-12-21T18:03:39.500000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/406/pages/page_0/files/CVM_0623.jpg,Written on photograph: Roll 2 frame 2,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Special Events, number 06","Dr. Presnal (behind), and (left to right) Ellie Greenbaum with ""Jill,"" Kathleen Harris and unnamed woman pose during a holiday celebration.",0370,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-12,2022-12-21T15:59:05.413000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/161/pages/page_0/files/CVM_0370.jpg,,Photograph taken during December 1999.,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1970s,College of Veterinary Medicine Image Collection,"Italian Delegates' Visit, number 04","Dr. Dante Graziosi, president of the Italian Institute for Foreign Trade and of Italy's Veterinary Medical Association, stand at podium while delivering a lecture on agricultural production in Europe and its relationship to the United States.",0470,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1978,2022-12-21T17:15:02.302000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/261/pages/page_0/files/CVM_0470.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1970s,College of Veterinary Medicine Image Collection,"Italian Delegates' Visit, number 02","Dr. Dante Graziosi (left), president of the Italian Institute for Foreign Trade and of Italy's Veterinary Medical Association, shakes hands with Dr. George C. Shelton (right) while three others look on. Dr. Laura B. Osborne (Professor of Physics, far right) was an interpreter during the meeting. During this occasion, Dr. Graziosi, came to Texas A&M University to present a lecture to the College of Veterinary Medicine on agricultural production in Europe and its relationship to the United States.",0467,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1978-11-04,2022-12-21T17:14:21.902000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/259/pages/page_0/files/CVM_0467.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['Columbia', 'Missouri']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Rodeo-Livestock Show, number 1","Two unidentified individuals riding in ""Missouri Mule Team"" wagon from the College of Veterinary Medicine at the University of Missouri, Columbia during an unknown event.",0635,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1997-11-20,2022-12-21T18:07:41.651000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/418/pages/page_0/files/CVM_0635.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,,StillImage,,College of Veterinary Medicine Image Collection,"Hunting, number 07",Dr. Richard Adams with dog and gun.,0649,"['Portraits', 'Photographs']",In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T18:12:28.644000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/432/pages/page_0/files/CVM_0649.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,,StillImage,,College of Veterinary Medicine Image Collection,"Hunting-Dr. Adams, number 2",Dr. Richard Adam sits on the tailgate of a truck with his game deer.,0641,"['Portraits', 'Photographs']",In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,2022-12-21T18:09:44.991000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/424/pages/page_0/files/CVM_0641.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 114","Student resident of the Stevenson Companion Animal Life-Care Center, Kathleen Harris bathes brushes Methuselah"" resident feline.",0363-17,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T15:44:36.229000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/115/pages/page_0/files/CVM_0363-17.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1970s,College of Veterinary Medicine Image Collection,Wood Carving at Memorial Student Center,"Dean Richard H. Adams stands beside one of the six panels of a wood carvings commissioned for the Texas A&M University's 1976 centennial year. This is the work of artist Rodney Hill and his wife Sue, which, at the time this photo was taken, adorned the walls of the building that used to be the old Memorial Student Center.",0509,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1976,2022-12-21T17:28:10.439000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/300/pages/page_0/files/CVM_0509.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1970s,College of Veterinary Medicine Image Collection,"Dr. James W. Dollahite, number 02","George Shelton (right) presents an award to Dr. James W. Dollahite (center), veterinarian, toxicologist and research scientist, for outstanding service to his profession, the livestock industry, and all who sought his aid and council. Mrs. Dollahite stands to the left.",0479,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1975-01,2022-12-21T17:18:05.961000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/270/pages/page_0/files/CVM_0479.jpg,"Written on photograph: ""January 10,1975.""",Photographed during January 1975.,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 085",The cat tower at the Stevenson Companion Animal Life-Care Center is enjoyed by the feline residents. Priscilla is at the top.,0362-12,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T16:41:57.475000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/86/pages/page_0/files/CVM_0362-12.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,Ronald Martens,"Ronald Martens, Department of Veterinary Large Animal Medicine. Dr. Ronald Martens received his D.V.M. degree at Michigan State University in 1965. His scholarly interests are in equine infectious diseases-pathogenesis, diagnosis and prevention and in particular Rhodococcus equi foal pneumonia. Dr. Martens as of 2017 is professor emeritus and held positions in the department of Large Animal Medicine.","['0120', '0457']","['Portraits', 'Photographs']",In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Between 1990 and 1995,2022-12-21T17:11:16.729000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/250/pages/page_0/files/CVM_0457.jpg,"Written on photograph: Ronald Martens, Faculty photograph. VLAM.",,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,"Stevenson Center Pet Residents, number 097","""Wei-Linn"" a black-mustached parakeet who was the first bird to reside of Stevenson Companion Animal Life-Care Center.",0362-24,Photographs,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,2022-12-21T16:45:48.434000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/98/pages/page_0/files/CVM_0362-24.jpg,,,
reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"['College Station', 'Texas']",StillImage,1990s,College of Veterinary Medicine Image Collection,Buddy Fairies,"Buddy Fairies, leader for the Veterinary Extension Program, poses for a faculty picture.","['0449', '0107']","['Portraits', 'Photographs']",In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,Between 1990 and 1995,2022-12-21T17:08:36.180000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/242/pages/page_0/files/CVM_0449.jpg,,,
