dc_summary,ldp_contains,dcterms_isPartOf,fedora_createdBy,dc_language,dcterms_extent,dc_type,dc_description,dcterms_type,fedora_hasParent,dc_format,dc_rights,dc_title,dc_subject,fedora_created,dc_publisher,fedora_lastModifiedBy,fedora_lastModified,dcterms_issued,fedora_writable,files,dc_creator,dc_identifer,dc_contributor
"Dan Randolph used to be one of the richest men on Earth. Now the planet is spiraling into environmental disaster, with floods and earthquakes destroying the lives of millions. Randolph knows the energy and natural resources of space can save Earth's economy, but the price may be the loss of the only thing he has left--the company he founded, Astro Manufacturing.  Martin Humphries, fabulously wealthy heir of the Humphries Trust, also knows this, but unlike Randolph, he doesn't care if Earth perishes in the process. And he knows that the perfect bait to ensnare Dan Randolph--and take control of Astro--is his revolutionary new fusion propulsion system. As Randolph--accompanied by two fascinating women who are also brilliant astronauts--flies out to the Asteroid Belt aboard a fusion-propelled spacecraft, Humphries makes his move. The future of mankind lies in Randolph's hands. The Asteroid Wars have begun.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/64/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/64/orderProxies,Science Fiction & Fantasy Research Collection,fedoraAdmin,eng,Book cover,Ecofiction|Science fiction|book jackets|Dystopian fiction,"Book jacket image of the first edition held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",Text|StillImage,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see  http://rightsstatements.org/vocab/InC-EDU/1.0/",The precipice,Asteroids|Space colonies,2023-06-05T16:53:08.378000+00:00,Tor,fedoraAdmin,2023-06-05T16:53:08.378000+00:00,2001,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/64/pages/page_0/files/Scifi2021BovaThe.jpg,"Bova, Ben, 1932-",2022847,
"During a futuristic ice age when Earth and her cities lie beneath layers of ice after a nuclear war, Konrad is given command of an ice vessel after encountering a dying man.  His command is short-lived for the ice-age is ending, and his idol, the Ice Mother, has fallen.  As he sails north toward New York. Konrad sees the quest almost as a pilgrimage to the Ice Mother while some of the other passengers see the voyage as a manifestation of the changing world.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/81/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/81/pages,Science Fiction & Fantasy Research Collection,fedoraAdmin,eng,Book cover,Ecofiction|book jackets|Science fiction|Dystopian fiction,"Book jacket image of the copy held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",StillImage|Text,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see  http://rightsstatements.org/vocab/InC-EDU/1.0/",The ice schooner,Dystopias|Climatic changes|Ice-boats|Quests (Expeditions)|Glacial epoch,2023-06-05T16:58:36.395000+00:00,Berkley Pub.,fedoraAdmin,2023-06-05T16:58:36.395000+00:00,[1969],false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/81/pages/page_0/files/Scifi2021MoorcockThe.jpg,"Moorcock, Michael, 1939-",408085,
"In this award-winning science fiction adventure, radiation from the dying sun transforms the Earth into a hothouse, where monstrous sentient plants and carnivorous insects prey on mankind",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/69/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/69/orderProxies,Science Fiction & Fantasy Research Collection,fedoraAdmin,eng,Book cover,Ecofiction|Science fiction|book jackets|Apocalyptic fiction,"Book jacket image of the copy held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",Text|StillImage,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see  http://rightsstatements.org/vocab/InC-EDU/1.0/",Hothouse,Global warming|Vegetation and climate,2023-06-05T16:54:43.464000+00:00,Baen Enterprises,fedoraAdmin,2023-06-05T16:54:43.464000+00:00,1984,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/69/pages/page_0/files/Scifi2021AldissHothouse.jpg,"Aldiss, Brian W. (Brian Wilson), 1925-",799683,
"The ""first issue"" of the serial ""Vanguard Science Fiction,"" edited by James Blish.  The cover features the caption: ""SOS: Planet Unknown by A. Bertram Chandler.""  Other names appearing on the cover are: Kornbluth, Jones, Del Rey and De Camp.  This exhibition also featured a digitized copy of the first page of ""Reap the Dark Tide"" by C.M. Kornbluth.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/71/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/71/pages,Science Fiction & Fantasy Research Collection,fedoraAdmin,eng,Magazine cover + 1 page,Science fiction|Short stories|Periodicals,"Front cover image of the June 1958 ( v.1:no.1) issue held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",Text|StillImage,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see  http://rightsstatements.org/vocab/InC-EDU/1.0/","Vanguard science fiction: [v. 1, no. 1, June 1958]","Pulp literature, American|Science fiction|Short stories, American",2023-06-05T16:55:24.691000+00:00,Vanguard Science Fiction Inc.,fedoraAdmin,2023-06-05T16:55:24.691000+00:00,[1958-],false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/71/pages/page_0/files/Scifi2021ChandlerVanguard_1.jpg|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/71/pages/page_1/files/Scifi2021ChandlerVanguard_2.jpg,"Kornbluth, C. M.  (Cyril M.), 1923-1958|Chandler, A. Bertram (Arthur Bertram), 1912-1984",1399595,"Blish, James"
"As the sea levels rose, every skyscraper in New York City became an island. In one apartment building in Madison Square there is the market trader, who finds opportunities where others find trouble. There is the detective, whose work will never disappear. There is the internet star, and the building's manager, and two boys who don't live there, but have no other home. And then there are the coders, temporary residents on the roof, whose disappearance triggers a sequence of events that threatens even the long-hidden foundations on which the city rests.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/60/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/60/orderProxies,Science Fiction & Fantasy Research Collection,fedoraAdmin,eng,Book cover,Ecofiction|Science fiction|book jackets|Apocalyptic fiction,"Book jacket image of the first edition held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",Text|StillImage,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see  http://rightsstatements.org/vocab/InC-EDU/1.0/",New York 2140,Interpersonal relations|Sea level|New York (State)--New York|Twenty-second century|Climatic changes,2023-06-05T16:51:52.335000+00:00,Orbit,fedoraAdmin,2023-06-05T16:51:52.335000+00:00,2017,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/60/pages/page_0/files/Scifi2021RobinsonNew.jpg,"Robinson, Kim Stanley",5422763,
"A character-driven literary novel set in Alaska involving marine scientists (and a conceptual performance artist) confronting and in conflict over ocean warming and acidification. The connections among science, art, and culturally-defined beliefs are major themes.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/30/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/30/orderProxies,Science Fiction & Fantasy Research Collection,fedoraAdmin,eng,Book cover,Ecofiction|book jackets,"Book jacket image of the copy held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",StillImage|Text,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see  http://rightsstatements.org/vocab/InC-EDU/1.0/",pH : a novel,Marine scientists|Ocean acidification|Ocean temperature|Alaska,2023-06-05T16:42:23.154000+00:00,WestWinds Press,fedoraAdmin,2023-06-05T16:42:23.154000+00:00,[2017],false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/30/pages/page_0/files/Scifi2021LordPH.jpg,"Lord, Nancy",5969700,
"With the rise of a corporation-sponsored government, pollution in American big cities has reached extreme levels and most (if not all) people's health has been affected in some way.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/55/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/55/orderProxies,Science Fiction & Fantasy Research Collection,fedoraAdmin,eng,Book cover,Ecofiction|Science fiction|book jackets|Dystopian fiction,"Book jacket image of the [Book club edition] held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",Text|StillImage,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see  http://rightsstatements.org/vocab/InC-EDU/1.0/",The sheep look up,Pollution|Dystopias,2023-06-05T16:50:16.948000+00:00,Harper & Row,fedoraAdmin,2023-06-05T16:50:16.948000+00:00,[1972],false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/55/pages/page_0/files/Scifi2021BrunnerThe.jpg,"Brunner, John, 1934-1995",388325,
Movie poster of the 2019 movie Godzilla: King of the Monsters,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/98/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/98/orderProxies,Science Fiction & Fantasy Research Collection,fedoraAdmin,eng,1 poster with colored illustrations and text; 92 x 61 cm,film posters|Posters,"Held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",StillImage,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see http://rightsstatements.org/vocab/InC-EDU/1.0/","Godzilla, king of the monsters, in theaters May 31 : long live the king","Monster films|Godzilla, king of the monsters (Motion picture : 2019)|Godzilla films",2023-06-05T17:04:10.417000+00:00,Warner Bros. Pictures,fedoraAdmin,2023-06-05T17:04:10.417000+00:00,2019,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/98/pages/page_0/files/godzilla.jpg,,,
"Late in the twenty-first century, drought and wildfires prompt an exodus from southern Europe. When twelve-year-old Caleb is separated from his mother during their trek north, he soon falls prey to traffickers. Enslaved in an enclave outside Manchester, the resourceful and determined Caleb never loses hope of bettering himself.  After Caleb is befriended by a fellow victim of trafficking, another road opens. Hiding in the woodlands by day, guided by the stars at night, he begins a new journey - to escape to a better life, to meet someone he can trust, and to find his family. For Caleb, only one thing is certain: making his way in the world will be far more difficult than his mother imagined.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/94/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/94/pages,Science Fiction & Fantasy Research Collection,fedoraAdmin,eng,Book cover,Ecofiction|book jackets|Science fiction|Dystopian fiction|Bildungsromans,"Book jacket image of the first edition held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",Text|StillImage,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see http://rightsstatements.org/vocab/InC-EDU/1.0/",Bridge 108,Voyages and travels|Environmental refugees|Europe|Human trafficking victims,2023-06-05T17:02:53.698000+00:00,47North,fedoraAdmin,2023-06-05T17:02:53.698000+00:00,[2020],false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/94/pages/page_0/files/Scifi2021CharnockBridge.jpg,"Charnock, Anne",on1090475572,
"This anthology Includes three stories: ""How it was when the past went away"" by Robert Silverber, "" The eve of RUMOKO"" by Roger Zelazny, and "" We all Die Naked"" by James Blish. In this exhibition, a digitized copy of the first page of ""We all Die Naked"" by James Blish was featured.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/84/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/84/pages,Science Fiction & Fantasy Research Collection,fedoraAdmin,eng,Book cover + 1 page,book jackets|Science fiction|Short stories|Novellas,"Front cover image of the Book club edition held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",Text|StillImage,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see  http://rightsstatements.org/vocab/InC-EDU/1.0/",Three for tomorrow : three original novellas of science fiction,"Short stories, American|Science fiction",2023-06-05T16:59:36.905000+00:00,Meredith Press,fedoraAdmin,2023-06-05T16:59:36.905000+00:00,[1969?],false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/84/pages/page_0/files/Scifi2021Three_1.jpg|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/84/pages/page_1/files/Scifi2021Three_2.jpg,"Zelazny, Roger|Blish, James|Silverberg, Robert",1248365,
"The world as we know it is ending. Evolution has reversed itself, affecting every living creature on earth. Science cannot stop the world from running backwards, as woman after woman gives birth to infants that appear to be primitive species of humans. Twenty-six-year-old Cedar Hawk Songmaker, adopted daughter of a pair of big-hearted, open-minded Minneapolis liberals, is as disturbed and uncertain as the rest of America around her. But for Cedar, this change is profound and deeply personal. She is four months pregnant. Though she wants to tell the adoptive parents who raised her from infancy, Cedar first feels compelled to find her birth mother, Mary Potts, an Ojibwe living on the reservation, to understand both her and her baby's origins. As Cedar goes back to her own biological beginnings, society around her begins to disintegrate, fueled by a swelling panic about the end of humanity.  A stranger answers the phone when she calls her adoptive parents, who have vanished without a trace. It will take all Cedar has to avoid the prying eyes of potential informants and keep her baby safe.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/89/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/89/pages,Science Fiction & Fantasy Research Collection,fedoraAdmin,eng,Book cover,book jackets|Apocalyptic fiction,"Book jacket image of the signed, first specially bound edition held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",Text|StillImage,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see http://rightsstatements.org/vocab/InC-EDU/1.0/",Future home of the living god : a novel,Pregnant women|Minnesota|Authoritarianism|Adoptees|End of the world|Birthmothers|Ojibwa Indians,2023-06-05T17:01:13.697000+00:00,Harper,fedoraAdmin,2023-06-05T17:01:13.697000+00:00,[2017],false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/89/pages/page_0/files/Scifi2021ErdrichFuture.jpg,"Erdrich, Louise",5581268,
"Coryn Williams has grown up in the megacity of Seacouver, where her every need is provided for--except satisfaction with her life. After her parents' suicides, her sister Lou fled the city to work on a rewilding crew, restoring lands once driven to the brink of ecological disaster by humans to a more natural state. Finally of age, Coryn leaves the city with her companion robot to look for her sister. But the outside world is not what she expects--it is rougher and more dangerous, and while some people help her, some resent the city and some covet her most precious resource: her companion robot. As Coryn struggles toward her sister, she uncovers a group of people with a sinister agenda that may endanger Seacouver. When Coryn does find her sister, Lou has secrets she won't share. Can Coryn and Lou learn to trust each other in order to discover the truth hidden behind the surface and to save both Seacouver and the rewilded lands?",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/79/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/79/orderProxies,Science Fiction & Fantasy Research Collection,fedoraAdmin,eng,Book cover,Ecofiction|book jackets,"Book jacket image of the copy held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",Text|StillImage,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see  http://rightsstatements.org/vocab/InC-EDU/1.0/",Wilders,Sisters|Missing persons|Restoration ecology|Orphans,2023-06-05T16:57:57.953000+00:00,Pyr,fedoraAdmin,2023-06-05T16:57:57.953000+00:00,2017,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/79/pages/page_0/files/Scifi2021CooperWilders.jpg,"Cooper, Brenda, 1960-",5454041,
"Two generations after the Destruction, rumors persisted about a secret desert hideaway where scientists worked with dangerous machines and where men plotted to revive the cities. Almost a continent away, Len Coulter heard whisperings that fired his imagination. Then one day he found a strange wooden box.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/68/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/68/pages,Science Fiction & Fantasy Research Collection,fedoraAdmin,eng,Book cover,Science fiction|book jackets|Apocalyptic fiction,"Book jacket image of the copy held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",Text|StillImage,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see  http://rightsstatements.org/vocab/InC-EDU/1.0/",The long tomorrow,Regression (Civilization),2023-06-05T16:54:24.494000+00:00,Ace Books,fedoraAdmin,2023-06-05T16:54:24.494000+00:00,[1955],false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/68/pages/page_0/files/Scifi2021BrackettLong.jpg,"Brackett, Leigh",127676,
"While working for a mysterious financial consulting firm that offers insurance to corporations against impending catastrophic events, a gifted young mathematician becomes increasingly obsessed with doomsday scenarios until one of his actual worst-case scenarios unfolds in Manhattan.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/38/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/38/orderProxies,Science Fiction & Fantasy Research Collection,fedoraAdmin,eng,Book cover,Science fiction|book jackets|Apocalyptic fiction|Fantasy fiction,"Book jacket image of the first edition held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",Text|StillImage,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see  http://rightsstatements.org/vocab/InC-EDU/1.0/",Odds against tomorrow,End of the world|Disasters--Forecasts,2023-06-05T16:44:55.083000+00:00,Farrar Straus and Giroux,fedoraAdmin,2023-06-05T16:44:55.083000+00:00,2013,false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/38/pages/page_0/files/Scifi2021RichOdds.jpg,"Rich, Nathaniel, 1980-",4448273,
"A collection of bilingual poems, Spanish and English, written in both languages, not translated.  Poems include:  Losing Miami, I -- The thousands -- Losing Miami, II -- Radio y laguito -- Losing Miami, III -- 'Yo' quiere decir sunburn -- Better organized -- Losing Miami, IV.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/23/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/23/pages,Science Fiction & Fantasy Research Collection,fedoraAdmin,spa|eng,Book cover,book jackets|Ecopoetry,"Book jacket image of the copy held in the Science Fiction & Fantasy Research Collection at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas and included in an exhibition, ""Live To Build A Better World: Despair, Survival, and Hope in Science Fiction’s Response to Environmental Change,""  at Cushing from January 19, 2021-June 30, 2021.",Text|StillImage,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects,reformatted digital,"In copyright--educational user permitted; for more information, see  http://rightsstatements.org/vocab/InC-EDU/1.0/",Losing Miami,Sea level|Florida--Miami,2023-06-05T16:40:10.412000+00:00,The Accomplices,fedoraAdmin,2023-06-05T16:40:10.412000+00:00,[2019],false,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/scifi-exhibit-2021_objects/23/pages/page_0/files/Scifi2021Ojeda-SagureLosing.jpg,"Ojeda-Sague, Gabriel",5968877,
