dcterms_accessRights,dc_type,fedora_createdBy,fedora_hasParent,dcterms_type,dcterms_medium,fedora_writable,dc_title,dc_rights,ldp_contains,dc_identifier,dc_publisher,dcterms_created,fedora_created,dcterms_extent,dc_subject,fedora_lastModified,tamudigital_local/details,fedora_lastModifiedBy,dc_format,files,dc_relation,dcterms_spatial,dc_contributor,dc_creator
Openly accessible,Watermarks|Laid lines|art reproduction,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #9077,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/754/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/754/orderProxies,9077,Texas A & M University. Libraries,1808,2020-07-30T21:43:18.881000+00:00,1 set of 2 sheets of blue watermarked paper; 9.50 x 15.25 in.,Decorative paper,2020-07-30T21:43:18.881000+00:00,Distribution of fibers; Laid; Watermarked; W2.D2.F2; Light blue and dark blue sheets partially bound; watermark on light weight light blue sheet reads: l[(?)] 1808; no watermark on dark blue sheet; laid lines on both sheets; Photograph taken with the aid of a light table. The false image color more accurately captures the details of the laid paper and associated watermark(s).; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan in the summer of 1989.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; II.H; Not signed. Not stamped. Not stickered. Not embossed.; Creased; slightly discolored edges; binding loose half way down; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/754/pages/page_0/files/09077.jpg,,,,
Openly accessible,art reproduction|Random marbled papers|marbled paper,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #4256,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/53/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/53/orderProxies,4256,Texas A & M University. Libraries,Mid 19th century,2020-07-30T21:38:58.443000+00:00,"1 sheet of blue, black and white marbled paper; 4.50 x 8.25 in.",Marbled papers,2020-07-30T21:38:58.443000+00:00,"Surface application; Marbled; W1.D11.F4; Inscription on original piece: ""GERMAN MID 19th Cent.""; Barry McKay donated the sheet to Sidney E. Berger and Michele V. Cloonan.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4; Not signed. Not stamped. Not stickered. Not embossed.; Wrinkles and moderate tears along one edge (from former binding?)",fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/53/pages/page_0/files/04256.jpg,,Germany,,
Openly accessible,Laid lines|art reproduction,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #12484,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/880/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/880/orderProxies,12484,Texas A & M University. Libraries,Circa 1902,2020-07-30T21:45:37.730000+00:00,1 sheet of cream laid paper; 5.00 x 7.25 in.,Decorative paper,2020-07-30T21:45:37.730000+00:00,"Distribution of fibers; Laid; P2.D3.F11; Inscription on original piece: “80"";“NY c. 1902""; Contained in cream folder that is contained in white puffy mailer bag addressed to Sid Berger.  The contact information for Sabena Johnson contact information is as follows.  Sabena Johnson, 25 Surry Road, Arlington, MA 02476; Photograph taken with the aid of a light table. The false image color more accurately captures the details of the laid paper.; Sabena Johnson donated the sheet to Sidney E. Berger and Michele V. Cloonan on 06/09/2014.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; Not signed. Not stamped. Not stickered. Not embossed.; Torn binding edge; large square brownish discoloration on recto shows through on verso; stored in cream folder in white puffy mailer bag",fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/880/pages/page_0/files/12484.jpg,P2.D3.F11.A,,,
Openly accessible,Laid lines|art reproduction|Random marbled papers|marbled paper,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #7024,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/555/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/555/orderProxies,7024,Texas A & M University. Libraries,19th century,2020-07-30T21:39:37.868000+00:00,"1 sheet of brown, tan and white marbled paper; 2.00 x 11.00 in.",Marbled papers,2020-07-30T21:39:37.868000+00:00,Distribution of fibers; Surface application; Laid; Marbled; M5.D5.F16; Previously used as an endpaper in a bookbinding; laid paper; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.4; Not signed. Not stamped.; Musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/555/pages/page_0/files/07024.jpg,,,,
Openly accessible,art reproduction|Stormont marbled papers,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6571,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/246/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/246/pages,6571,Texas A & M University. Libraries,19th century,2020-07-30T21:48:39.433000+00:00,"1 sheet of blue, black, green, yellow, red and white marbled paper; 5.75 x 9.00 in.",Marbled papers,2020-07-30T21:48:39.433000+00:00,"Surface application; Marbled; C2.B1; Previously used as an endpaper in a bookbinding; Inscription on original piece: ""John Hamilton""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed. Not stamped. Not stickered. Not embossed.; Discolored; musty odor",fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/246/pages/page_0/files/06571.jpg,,,,
Openly accessible,Laid lines|Deckled edges|art reproduction|Watermarks,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #12452,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/859/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/859/orderProxies,12452,Texas A & M University. Libraries,Circa 1908,2020-07-30T21:45:09.365000+00:00,1 sheet of ivory watermarked paper; 10.00 x 13.00 in.,Watermarks|Decorative paper,2020-07-30T21:45:09.365000+00:00,"Distribution of fibers; Deckled; Laid; Watermarked; P2.D3.F11; Medium weight paper with watermark of a crown over a shield with 2 cranes and banner reading VICTORIA CONCORDIA OREGIT; laid paper; deckled; Inscription on original piece: “London c. 1908""; Photograph taken with the aid of a light table. The false image color more accurately captures the details of the laid paper and associated watermark(s).; Sabena Johnson donated the sheet to Sidney E. Berger and Michele V. Cloonan on 06/09/2014.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.C; II.E; II.H; Not signed. Not stamped. Not stickered. Not embossed.; Torn; ruffled binding edge; discolored edges; small red mark on verso; stored in cream folder in white puffy mailer bag",fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/859/pages/page_0/files/12452.jpg,P2.D3.F11.A,"London, England",,
Openly accessible,Bouquet marbled papers|Laid lines|art reproduction|curl marbled paper,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6510,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/217/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/217/pages,6510,Texas A & M University. Libraries,19th century,2020-07-30T21:33:15.557000+00:00,"1 sheet of red, blue, yellow, white and cream marbled paper; 10.75 x 17.00 in.",Marbled papers,2020-07-30T21:33:15.557000+00:00,"Distribution of fibers; Surface application; Laid; Marbled; M5.D5.F11; Previously used as an endpaper in a bookbinding; laid paper; semi-glossy sheen; Inscription on original piece: ""Call F. S.""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.a; Not signed. Not stamped.; Minor creased corners; irregularly torn binding edge; wrinkling; musty odor",fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/217/pages/page_0/files/06510.jpg,,,,
Openly accessible,combed marbled papers|art reproduction,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #6673,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/343/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/343/orderProxies,6673,Texas A & M University. Libraries,19th century,2020-07-30T21:58:17.364000+00:00,"1 sheet of brown, blue, green, orange and white marbled paper; 6.25 x 9.25 in.",Marbled papers,2020-07-30T21:58:17.364000+00:00,Surface application; Marbled; C2.B1; Previously used as an endpaper in a bookbinding; semi-glossy finish; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1; Not signed. Not stamped.; Spot stains on verso; edge tear; slightly uneven binding edge with brown tape attached; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/343/pages/page_0/files/06673.jpg,,,,
Openly accessible,nonpareil marbled paper|art reproduction|Non pareil marbled papers,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #8223,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/647/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/647/orderProxies,8223,Texas A & M University. Libraries,19th century,2020-07-30T21:50:36.220000+00:00,"1 sheet of dark red, green, blue, yellow and white marbled paper; 7.25 x 9.25 in.",Marbled papers,2020-07-30T21:50:36.220000+00:00,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped.; Torn; backing paper attached; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/647/pages/page_0/files/08223.jpg,,,,
Openly accessible,Gold gilt papers|Laid lines|art reproduction,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #12314,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/992/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/992/orderProxies,5432|12314,Texas A & M University. Libraries,Circa 1775,2020-07-30T21:48:00.996000+00:00,"1 sheet of green, gold and off-white Dutch gilt paper; 13.25 x 15.50 in.",Decorative paper,2020-07-30T21:48:00.996000+00:00,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F2; Overall pattern of floral design in diamond; gold over green paste; laid paper; Inscription on original piece: ""G. N. RENNER & ABEL""; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Stamped.",fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/992/pages/page_0/files/12314.jpg,,,,
Openly accessible,nonpareil marbled paper|art reproduction|Non pareil marbled papers,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #8243,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/667/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/667/pages,8243,Texas A & M University. Libraries,19th century,2020-07-30T21:41:36.946000+00:00,"1 sheet of pink, blue, yellow, black and white marbled paper; 8.00 x 10.25 in.",Marbled papers,2020-07-30T21:41:36.946000+00:00,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.e; Not signed. Not stamped.; Creased; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/667/pages/page_0/files/08243.jpg,,,,
Openly accessible,French snail marbled papers|dutch marbled paper|art reproduction|curl marbled paper,fedoraAdmin,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects,StillImage,Paper,false,Berger-Cloonan #13205,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/956/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/956/pages,13205,Texas A & M University. Libraries,19th century,2020-07-30T21:47:08.125000+00:00,1 sheet of brown and yellow marbled paper; 6.00 x 8.75 in.,Marbled papers,2020-07-30T21:47:08.125000+00:00,Surface application; Marbled; M5.D5.F10; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.c; Not signed. Not stamped.; Uneven binding edge; air bubble mark on recto; torn corner; staining on verso; musty odor,fedoraAdmin,reformatted digital,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/berger_cloonan_public_domain-2020-07-30_objects/956/pages/page_0/files/06474.jpg,,,,
