dcterms_extent,dc_format,dc_contributor,dc_subject,dcterms_spatial,dcterms_type,dcterms_temporal,dcterms_isPartOf,fedora_hasParent,fedora_lastModified,dc_title,fedora_createdBy,dcterms_abstract,dc_identifier,dc_type,ldp_contains,fedora_lastModifiedBy,dc_rights,dcterms_created,fedora_writable,fedora_created,files,tamudigital_local/details,dc_description,dc_creator
1 color print (photograph); 20X25mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Barns|Large Animal Medicine|Pastures|College buildings|College facilities|Texas A & M University. College of Veterinary Medicine--Buildings,College Station|Texas,StillImage,2000s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T16:48:09.890000+00:00,"New Paddocks and Hay Barn, number 3",fedoraAdmin,New paddocks and hay barn - 21 Nov 03.,0390,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/181/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/181/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,2003-11-21,false,2022-12-21T16:48:09.890000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/181/pages/page_0/files/CVM_0390.jpg,Written on photograph: 2003 New Equine Paddocks and Barns,,
1 color negative; 5X5mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Dogs on television|Amputees|Dogs|Mischief (Dog)|Miniature schnauzer,College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T18:21:16.266000+00:00,"Canine Amputee, number 7",fedoraAdmin,"Mischief, the four-year-old miniature schnauzer, was featured on the first ""The Doc Is In"" segment on television, after having his leg amputated at the Texas A&M University College of Veterinary Medicine. ""The Doc Is In"" was a segment of the Public Broadcasting Service program, ""Cure and Caring,"" that featured the College of Veterinary Medicine. It first aired during the latter's second season in 1999 and was hosted by Dr. Dawn Boothe. This segment featured actual medical cases and discussed how the animals were treated. The show was broadcast from the studios of KAMU at Texas A&M and was produced by TeleVentures Productions.",0675,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/458/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/458/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-28,false,2022-12-21T18:21:16.266000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/458/pages/page_0/files/CVM_0675.jpg,,,
1 color print (photograph); 15X10mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Playter, Robert--Anniversaries, etc.|Adams, Richard H.|Adams, Sherry|Special Events|College administrators--Retirement|Veterinary teachers--Retirement|Texas A & M University. College of Veterinary Medicine--Faculty|Playter, Kay|Deans (Education)|College teachers' spouses|Deans (Education)--Retirement|Retirement|Ophthalmologists--Retirement",College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T17:32:50.887000+00:00,"Playter Retirement, number 14",fedoraAdmin,Dr. Adams at the podium and Sherry Adams wearing black present Mrs. Kay Playter with roses.,0523,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/314/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/314/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-06,false,2022-12-21T17:32:50.887000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/314/pages/page_0/files/CVM_0523.jpg,,Photograph taken during June 1999.,
1 black-and-white negative; Kodak Film 5062-5 frames per strip,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Horses|Large Animal Medicine and Surgery|Horses--Equipment and supplies|Horses--Training|Animal immobilization,College Station|Texas,StillImage,1980s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T17:22:55.971000+00:00,"Equine Ear Twitch, number 4",fedoraAdmin,Demonstration of mild restraint.,0493,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/284/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/284/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1982-01-22,false,2022-12-21T17:22:55.971000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/284/pages/page_0/files/CVM_0493.jpg,"Written on photograph: photograph REQUEST (slip) : Sam Wigington, for the Dept. Large Animal Med. & Surg., TAMU, Breed: Appaloosa, 1 set in B W.",,
1 black-and -white print (photograph); 7.5X5mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Shelton, George Calvin, 1923-|Veterinary teachers|Texas A & M University. College of Veterinary Medicine--Faculty|Deans (Education)|College administrators",Texas|College Station,StillImage,,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T16:52:10.154000+00:00,"George Shelton, number 7",fedoraAdmin,A head shot of Dr. George Shelton in a dark suit.,0402,Portraits|Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/193/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/193/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,false,2022-12-21T16:52:10.154000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/193/pages/page_0/files/CVM_0402.jpg,"Written on photograph: Dr. George Shelton, Dean of Veterinary Medicine (wo31682)",,
1 color print (photograph); 10X15mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Playter, Robert--Anniversaries, etc.|Kier, Ann|Vrooman, Charles W. (Charles William), 1913-|Special Events|College administrators--Retirement|Veterinary teachers--Retirement|Texas A & M University. College of Veterinary Medicine--Faculty|Deans (Education)--Retirement|Retirement|Schroeder, Friedhelm|Ophthalmologists--Retirement",College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T17:36:50.235000+00:00,"Playter Retirement, number 26",fedoraAdmin,"Ms. Ann Kier (woman on right facing from camera), and Friedhelm Schroeder (in the plaid shirt on the right) converse with Chuck Vrooman on the left.",0535,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/326/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/326/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-06,false,2022-12-21T17:36:50.235000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/326/pages/page_0/files/CVM_0535.jpg,,Photograph taken during June 1999.,
1 color print (photograph); 10mmX15mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Pets|Animal housing|Stevenson Companion Animal Life-Care Center|Pet medicine|Small Animal Medicine|Dogs,College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T15:56:12.405000+00:00,"Stevenson Center, number 020",fedoraAdmin,"Either ""Lovey"" or ""Yummy.""",0364-34,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/152/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/152/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,false,2022-12-21T15:56:12.405000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/152/pages/page_0/files/CVM_0364-34.jpg,,,
1 color negative; Kodak,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Pets|Animal housing|Stevenson Companion Animal Life-Care Center|Pet medicine|Small Animal Medicine|Dogs,College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T16:04:49.385000+00:00,"Stevenson Center Pet Residents, number 022",fedoraAdmin,"Canine resident ""Algernon"" who arrived at the center in 1997.",0360-22,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/23/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/23/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,false,2022-12-21T16:04:49.385000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/23/pages/page_0/files/CVM_0360-22.jpg,,,
1 black-and -white print (photograph); 9X11.5mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Award presentations|Congresses and conventions|Veterinarians,San Antonio|Texas,StillImage,1970s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T17:16:02.332000+00:00,"Awards Presented at a Convention, number 2",fedoraAdmin,"1973 awards presentation at a 1974 convention held in San Antonio, Hilton Palacio Del Rio. Two men are standing facing each other to the left of the podium.",0473,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/264/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/264/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1974,false,2022-12-21T17:16:02.332000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/264/pages/page_0/files/CVM_0473.jpg,"Written on photograph: 74 Conv. , 1973 Award",,
1 color slide; 5X5mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Librarians|McNeil, Katherine|Large Animal Medicine and Surgery|Horses|Teaching Rounds|Education, Veterinary|Texas A & M University. College of Veterinary Medicine--Students|Veterinary students",Texas|College Station,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T16:01:20.553000+00:00,"Clinical Rounds, number 2",fedoraAdmin,Large animal rounds. Unnamed veterinary staff explains care of animal. Librarian Katherine McNeil (white jacket) with other veterinary students listen.,0377,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/168/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/168/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1998-02-24,false,2022-12-21T16:01:20.553000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/168/pages/page_0/files/CVM_0377.jpg,,,
1 black-and -white print (photograph); 11.5X17mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Special Events|Veterinarians|Statues,,StillImage,,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T17:20:10.687000+00:00,Group of Men in Front of a Statue,fedoraAdmin,Unidentified group of men standing in front of a statue.,0485,Portraits|Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/276/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/276/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,,false,2022-12-21T17:20:10.687000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/276/pages/page_0/files/CVM_0485.jpg,,,
1 color negative; Kodak,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Women veterinary students|Small Animal Medicine|Harris, Kathleen|Stevenson Companion Animal Life-Care Center--Employees|Dogs|Human-animal relationships|Pets|Animal housing|Texas A & M University. College of Veterinary Medicine--Students|Veterinary students|Stevenson Companion Animal Life-Care Center",Texas|College Station,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T15:49:56.501000+00:00,"Stevenson Center Pet Residents, number 131",fedoraAdmin,"Student resident of the Stevenson Companion Animal Life-Care Center, Kathleen Harris bathes ""Orphan Annie.""",0364-13,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/132/pages|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/132/orderProxies,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,false,2022-12-21T15:49:56.501000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/132/pages/page_0/files/CVM_0364-13.jpg,,,
1 color negative; 5X5mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,Mischief (Dog)|Miniature schnauzer|Dogs on television|Amputees|Dogs,College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T18:19:36.033000+00:00,"Canine Amputee, number 2",fedoraAdmin,"Mischief, the four-year-old miniature schnauzer, was featured on the first ""The Doc Is In"" segment on television, after having his leg amputated at the Texas A&M University College of Veterinary Medicine. ""The Doc Is In"" was a segment of the Public Broadcasting Service program, ""Cure and Caring,"" that featured the College of Veterinary Medicine. It first aired during the latter's second season in 1999 and was hosted by Dr. Dawn Boothe. This segment featured actual medical cases and discussed how the animals were treated. The show was broadcast from the studios of KAMU at Texas A&M and was produced by TeleVentures Productions.",0670,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/453/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/453/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-28,false,2022-12-21T18:19:36.033000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/453/pages/page_0/files/CVM_0670.jpg,,,
1 color print (photograph); 10mmX15mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"Pet medicine|Small Animal Medicine|Stevenson Companion Animal Life-Care Center--Employees|Human-animal relationships|Dogs|Greenbaum, Ellie|Pets|Animal housing|Stevenson Companion Animal Life-Care Center",Texas|College Station,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T15:53:41.955000+00:00,"Stevenson Center, number 012",fedoraAdmin,Ellie Greenbaum and student with pets.,0364-26,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/144/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/144/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-09-14,false,2022-12-21T15:53:41.955000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/144/pages/page_0/files/CVM_0364-26.jpg,,,
1 color print (photograph); 10X15mm,reformatted digital,Texas A & M University. College of Veterinary Medicine & Biomedical Sciences,"College administrators--Retirement|Veterinary teachers--Retirement|Texas A & M University. College of Veterinary Medicine--Faculty|Playter, Robert|Deans (Education)--Retirement|Retirement|Ophthalmologists--Retirement|Playter, Robert--Anniversaries, etc.|Williams, David A.|Special Events",College Station|Texas,StillImage,1990s,College of Veterinary Medicine Image Collection,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects,2022-12-21T17:29:10.474000+00:00,"Playter Retirement, number 03",fedoraAdmin,"Dr. Playter and Dr. David A. Williams shake hands while others applaud. Dr. Adams is seen seated in left frame of picture. David Williams founded the GI Lab in 1985 at the University of Florida, when he introduced the assay of serum trypsin-like immunoreactivity (TLI) in the dog to the United States. Over the next two decades students and staff working in the GI Laboratories at Kansas State, Purdue, and most recently Texas A&M Universities established several other novel tests for gastrointestinal diseases for use by veterinarians internationally. His research has been focused on the development and application of new tests for gastrointestinal diseases, particularly those affecting the pancreas, small intestine, stomach and liver of dogs and cats. Dr. Playter joined the faculty in 1970 as an assistant professor in the small animal clinic after earning his master's degree in veterinary medicine and surgery at Texas A&M. Later becoming a full professor and then department head of Small Animal Medicine and Surgery. He left College Station to become the director of the Veterinary Health Center at Cornell University, Ithaca, N.Y. from 1985-1990. Dr. Playter returned to TAMU, College of Veterinary Medicine as the associate dean for Clinical & Outreach Programs, hospital director and director of the continuing education program from 1990-1996. He then resumed teaching, but in 1997 was asked to serve as the interim dean for the college. From 1998 to 1999 he was appointed Executive Associate Dean and then retired in June of 1999.",0512,Photographs,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/303/orderProxies|https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/303/pages,fedoraAdmin,In copyright - educational use permitted; see http://rightsstatements.org/vocab/InC-EDU/1.0/ for more information,1999-06,false,2022-12-21T17:29:10.474000+00:00,https://api.library.tamu.edu/fcrepo/rest/4a/7d/ff/c4/4a7dffc4-04ec-4e1f-8f9e-ac661b9f328d/cvm-batch-2_objects/303/pages/page_0/files/CVM_0512.jpg,,Photograph taken during June 1999.,
