dc_type,dc_identifier,ldp_contains,dcterms_accessRights,fedora_created,dc_publisher,tamudigital_local/details,fedora_hasParent,dcterms_created,dc_format,fedora_createdBy,dcterms_extent,dcterms_type,dcterms_medium,dc_rights,fedora_lastModifiedBy,fedora_writable,dc_subject,dc_title,fedora_lastModified,files,dcterms_spatial,dc_creator,dc_relation
art reproduction|Non-patterned Paste papers,12397,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/62/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/62/pages,Openly accessible,2021-06-16T14:25:56.253000+00:00,Texas A & M University. Libraries,Surface application; Paste; P4.D6.F7; See Haemmerle p. 123; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.G.2; Not signed. Not stamped. Not stickered. Not embossed.; Torn; creased; pinholes; folded; discolored and stained on verso,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,Circa 1740,reformatted digital,fedoraAdmin,"1 sheet of green, brown and cream paste paper; 14.00 x 17.50 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #12397,2021-06-16T14:25:56.253000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/62/pages/page_0/files/12397.jpg,,,
Block-printed papers|art reproduction,10411,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/22/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/22/orderProxies,Openly accessible,2021-06-16T14:16:46.945000+00:00,Texas A & M University. Libraries,"Surface application; Printed; P1.D5.F5; Large flowers and birds; inscription on piece: ""Manuscript cookbook 50-- probably 1850s""; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H.1; Not signed. Not stamped.; Edge cut unevenly; tape along top edge; abrasion",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,1850s,reformatted digital,fedoraAdmin,"1 sheet of green, pink, yellow, teal blue, dark blue and white printed paper; 9.00 x 12.00 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Block printing,Berger-Cloonan #10411,2021-06-16T14:16:46.945000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/22/pages/page_0/files/10411.jpg,,,
Gold gilt papers|Laid lines|art reproduction,12313|5430,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/39/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/39/orderProxies,Openly accessible,2021-06-16T14:20:39.457000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F2; Overall pattern of striped floral design; gold and green over white background; laid paper; Contained in BASSENGE folder; Not in Haemmerle?; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Bassenge Kunst und Buchauktion (Auction 98, Lot #5430) in 12/2011.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Not stamped.; Small tear at top; tiny hole",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,Circa 1775,reformatted digital,fedoraAdmin,"1 sheet of green, gold and off-white Dutch gilt paper; 14.50 x 17.25 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #12313,2021-06-16T14:20:39.457000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/39/pages/page_0/files/12313.jpg,,,
Gold gilt papers|Laid lines|art reproduction,12425,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/87/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/87/pages,Openly accessible,2021-06-16T14:31:46.077000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F8; Dutch gilt over orange paste; Adam and Eve with tree surrounded by pairs of animals; 4 orange borders; laid paper; [printed in block in gold ink on recto]: ""G N RENNER & ABEL""; Contained in open folder made from 2 pieces of tan masonite board and pieces of white tissue paper, See Bassenge p. 384; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Andreas Mueller in 08/2014.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Not stamped. Not stickered. Not embossed.; Dark area on lower left corner on recto; center fold",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,Early 19th century,reformatted digital,fedoraAdmin,"1 sheet of orange, gold and cream Dutch gilt paper; 15.25 x 13.25 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #12425,2022-05-18T23:22:04.404000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/87/pages/page_0/files/12425.jpg,Germany--Nuremberg,,
Laid lines|art reproduction,12422,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/86/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/86/orderProxies,Openly accessible,2021-06-16T14:31:32.440000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Laid; P4.D6.F7; Found in walled-off section of a building in Jena, Germany; Photograph taken with the aid of a light table. The false image color more accurately captures the details of the laid paper.; Ilona Hesse donated the sheet to Sidney E. Berger and Michele V. Cloonan on 02/28/2004.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; Not signed. Not stamped. Not stickered. Not embossed.; Creased; wrinkled; center seam",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,Circa 1650,reformatted digital,fedoraAdmin,1 sheet of blue laid paper; 18.75 x 22.25 in.,StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #12422,2021-06-16T14:31:32.440000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/86/pages/page_0/files/12422.jpg,Germany [?],,P4.D6.F7.A
Gold gilt papers|Laid lines|art reproduction,12310|5428,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/36/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/36/pages,Openly accessible,2021-06-16T14:19:58.356000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F2; Overall pattern of floral design; gold over brown paste; laid paper; Contained in BASSENGE folder; Not in Haemmerle?; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Bassenge Kunst und Buchauktion (Auction 98, Lot #5428) in 12/2011; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d; Not signed. Not stamped.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,Circa 1790 [?],reformatted digital,fedoraAdmin,"1 sheet of brown, gold and off-white Dutch gilt paper; 13.75 x 17.75 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #12310,2021-06-16T14:19:58.356000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/36/pages/page_0/files/12310.jpg,,,
Gold gilt papers|Laid lines|art reproduction,5428|12309,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/35/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/35/orderProxies,Openly accessible,2021-06-16T14:19:44.597000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F2; Overall pattern of floral row design; gold over orange paste; laid paper; Contained in BASSENGE folder; Not in Haemmerle?; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Bassenge Kunst und Buchauktion (Auction 98, Lot #5428) in 12/2011.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Not stamped.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,Circa 1750,reformatted digital,fedoraAdmin,"1 sheet of orange, gold and off-white Dutch gilt paper; 13.25 x 16.25 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #12309,2021-06-16T14:19:44.597000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/35/pages/page_0/files/12309.jpg,,,
Laid lines|art reproduction|Block-printed papers|Deckled edges,12390,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/59/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/59/pages,Openly accessible,2021-06-16T14:25:15.211000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Surface application; Deckled; Laid; Printed; P4.D6.F7; Overall mid-size floral pattern with 3 yellow borders; laid paper; deckled; highly varnished finish on recto; inscription on piece: ""kattunpapier um 1760 ex Slg Hammerle""; Contained in small folder created by folded sheet of white paper; [written in pencil on recto of folded sheet]: ""Kattundruck von Hand grostencils aus seg Haemmerle""; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.C; II.E; VIII.H.1; Not signed. Not stamped. Not stickered. Not embossed.; Torn; creased; ink on verso",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,Circa 1760,reformatted digital,fedoraAdmin,"1 sheet of red, green, yellow, black and cream block-printed paper; 14.50 x 18.50 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #12390,2021-06-16T14:25:15.211000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/59/pages/page_0/files/12390.jpg,,,
Printed papers|art reproduction,12376,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/48/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/48/pages,Openly accessible,2021-06-16T14:22:42.681000+00:00,Texas A & M University. Libraries,"Surface application; Printed; P4.D6.F7; Series of 12 blocks with scenes depicting ""LE MONDE RENVERSE"" No 2.""; 19th century hand colored print on wove paper; Contained in a white folder marked in pencil: ""18th century Printed etc.""; Wrapped in clear plastic; Sidney E. Berger and Michele V. Cloonan purchased the sheet.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H; Not signed. Not stamped. Not stickered. Not embossed.; Stained and discolored along the edges on recto and verso; creased",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,Circa 1850,reformatted digital,fedoraAdmin,"1 sheet of black, red, blue, pink, yellow, gray, green and white printed paper; 12.00 x 16.00 in.",Text|StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #12376,2021-06-16T14:22:42.681000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/48/pages/page_0/files/12376.jpg,,,
art reproduction|Printed papers,11810,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/30/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/30/pages,Openly accessible,2021-06-16T14:18:35.938000+00:00,Texas A & M University. Libraries,"Surface application; Printed; P2.D2.F7; Row of little girls with flowers; semi-glossy finish; attached at one end with adhesive to a plain sheet of brown paper; [written in pencil on verso]: ""ENGLISH LUCIEN PISSARRO c 1900""; Contained in an open clear plastic sleeve; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H; Not signed. Not stamped.; Stained and discolored on recto and verso; yellowed edges",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,Circa 1900,reformatted digital,fedoraAdmin,1 sheet of gold and cream printed paper; 5.50 x 8.00 in.,StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #11810,2021-06-16T14:18:35.938000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/30/pages/page_0/files/11810.jpg,,"Pissarro, Lucien",P2.D2.F7.A
art reproduction|Patterned Paste papers|Laid lines,12405,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/70/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/70/pages,Openly accessible,2021-06-16T14:27:44.978000+00:00,Texas A & M University. Libraries,Distribution of fibers; Surface application; Laid; Paste; P4.D6.F7; Candy cane-like stripe pattern; laid paper; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.G.3; Not signed. Not stamped. Not stickered. Not embossed.; Creased; pinholes; areas of abrasion and stain on recto; 2 pieces joined on verso,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,Circa 1740,reformatted digital,fedoraAdmin,1 sheet of red and white paste paper; 11.75 x 13.75 in.,StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #12405,2021-06-16T14:27:44.978000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/70/pages/page_0/files/12405.jpg,,,
Laid lines|art reproduction|endpapers,10293,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/14/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/14/pages,Openly accessible,2021-06-16T14:14:58.253000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Laid; P1.D4.F3; Previously used as an endpaper in a bookbinding; [written in pencil on recto]: ""Henry Pearson #3.00""; Photograph taken with the aid of a light table. The false image color more accurately captures the details of the laid paper.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; Not signed. Not stamped.; Discolored; edge torn; holes; creased; fragile",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,19th century [?],reformatted digital,fedoraAdmin,1 sheet of white laid paper; 4.00 x 6.75 in.,StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #10293,2021-06-21T22:47:52.750000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/14/pages/page_0/files/10293.jpg,,,P1.D4.F3.A
leather bindings (bookbindings),10292B,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/13/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/13/pages,Openly accessible,2021-06-16T14:14:44.712000+00:00,Texas A & M University. Libraries,Tooled rectangles with flowers at each corner; Not signed. Not stamped; Edges deteriorating; discolored; fragile,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,19th century [?],reformatted digital,fedoraAdmin,1 brown tooled leather bookcover; 4.75 x 7.50 in.,StillImage,Leather|Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Leather bindings (Bookbinding),Berger-Cloonan #10292B,2021-06-21T21:06:18.499000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/13/pages/page_0/files/10292-002.jpg,,,P1.D4.F3.A
art reproduction|Laid lines|Printed papers,12419,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/83/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/83/orderProxies,Openly accessible,2021-06-16T14:30:51.337000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F7; Rare book sheet of blue paper with copper plate engraving in black ink on recto and verso (in French and Italian); hinged cream mat opening framed with thin black line and thicker red line; [printed in black ink on recto]: ""XIV. PAOLO UCCELLO FIROENTINO N. 1589. M. 1472. [with image of bearded person with hat]""; ] [written in pencil on recto of blue paper]: ""6 717"";  [written in pencil on verso of hinged cream mat]: ""1200""; Contained in thin clear plastic sleeve; contained in hinged cream mat with cut out for viewing; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E;  VIII.H; Not signed. Not stamped. Not stickered. Not embossed.; Blue sheet is affixed to cream mat with 2 pieces of brown tape",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,Early 18th century,reformatted digital,fedoraAdmin,1 sheet of blue laid printed paper; 12.75 x 5.75 in.,StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #12419,2021-06-16T14:30:51.337000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/83/pages/page_0/files/12419.jpg,,,
Watermarks,12417,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/82/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/82/orderProxies,Openly accessible,2021-06-16T14:30:37.715000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Watermarked; P4.D6.F7; Argzb (?) watermark at center; Exodus printed in black, blue and red ink on recto and verso; Contained in clear plastic sleeve with white cardboard backing for protection; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.H; Not signed. Not stamped. Not stickered. Not embossed.; Stained and discolored on recto and verso; small binding holes",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,15th century [?],reformatted digital,fedoraAdmin,2 pages of white watermarked paper; 9.00 x 12.75 in.,StillImage|Text,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Watermarks|Decorative paper,Berger-Cloonan #12417,2021-06-21T21:34:34.239000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/82/pages/page_0/files/12417a.jpg|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/82/pages/page_1/files/12417b.jpg,,,P4.D6.F7.A
Laid lines|Deckled edges|Watermarks,12383,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/54/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/54/orderProxies,Openly accessible,2021-06-16T14:24:06.896000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Deckled; Laid; Watermarked; P4.D6.F7; Laid paper with series of 3 circles watermarked at the top of sheet; ""ORDINI SOPRA I CAMBI"" printed in Italian in black ink on recto; deckled; Inscription on original piece: ""5000""; [written in brown ink on verso]: ""A.  B4.""; Photograph taken with the aid of a light table. The false image color more accurately captures the details of the laid paper and associated watermark(s).; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.C; II.E; II.H; Not signed. Not stamped. Not stickered. Not embossed.; Creased and folded; discolored and stained edge on recto and verso; stored in white folder",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,1693,reformatted digital,fedoraAdmin,1 sheet of black and cream laid watermarked paper; 12.00 x 17.00 in.,StillImage|Text,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #12383,2021-06-16T14:24:06.896000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/54/pages/page_0/files/12383.jpg,,,
art reproduction|Gold gilt papers,12367|5420,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/43/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/43/pages,Openly accessible,2021-06-16T14:21:34.292000+00:00,Texas A & M University. Libraries,"Distribution of fibers; Surface application; Laid; Printed; P4.D6.F6; Overall pattern of floral design; gold over carmine paste; 4 borders; laid paper; Contained in BASSENGE folder; Floating on sheet of white, semi-glossy poster board; Part of book cover?; Sidney E. Berger and Michele V. Cloonan purchased the sheet from Bassenge Kunst und Buchauktion (Auction 103, Lot #5420) in 07/2011.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.H.1.d.1; Not signed. Not stamped. Not stickered. Not embossed.; Small tears at bottom center",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects,18th century,reformatted digital,fedoraAdmin,"1 sheet of red, gold and cream printed paper; 13.75 x 16.00 in.",StillImage,Paper,"No copyright - United States; For more information, see:  http://rightsstatements.org/vocab/NoC-US/1.0/",fedoraAdmin,false,Decorative paper,Berger-Cloonan #12367,2021-06-16T14:21:34.292000+00:00,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/berger_cloonan_batch_3_objects/43/pages/page_0/files/12367.jpg,,,
