dc_type,fedora_lastModifiedBy,dc_rights,dc_identifier,dc_title,tamudigital_local/details,dcterms_type,dc_relation,fedora_writable,fedora_lastModified,fedora_createdBy,dc_subject,dcterms_extent,fedora_hasParent,fedora_created,dcterms_medium,ldp_contains,dc_format,files,dcterms_spatial,dc_creator,dcterms_created,dc_contributor
art reproduction|decorated papers|Printed papers,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,11782,Berger-Cloonan #11782,"Surface application; Printed; P2.D2.F7; Delicate floral design on gold background; textured paper, but not moiréd, has fabric-like feel; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.H; Not signed; Not stamped; Curled; torn; abrasion on recto; stained and discolored on recto and verso; torn binding edge",StillImage,P2.D2.F7.A,false,2022-06-13T21:16:49.135000+00:00,fedoraAdmin,Decorative paper,"1 sheet of gold, brown and cream printed paper; 4.50 x 7.00 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:16:49.135000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/257/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/257/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/257/pages/page_0/files/11782.jpg,,,,
curl marbled paper|art reproduction|Dutch marbled paper|French snail marbled papers,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,11746,Berger-Cloonan #11746,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; semi-gloss finish; loose French snail pattern; open green areas in pattern; attached sheet of cream laid paper; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed; Not stamped; Wrinkled; curled and worn binding edge; discolored edge on verso; stained on verso; Contained in white plastic bag that reads on recto and verso: CIRQUE PHOTO/VIDEO 9 et 9 bis, bd des Filles-du-Calvaire 75003 PARIS Tél: 01 40 29 91 91 www.lecirqur.fr [images of cameras and computer]",StillImage,P2.D3.F4.A,false,2022-06-13T21:16:15.968000+00:00,fedoraAdmin,Marbled papers,"1 sheet of red, blue, green, yellow, white and cream marbled paper; 7.25 x 10.25 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:16:15.968000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/238/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/238/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/238/pages/page_0/files/11746.jpg,,,,
curl marbled paper|art reproduction|French snail marbled papers|Dutch marbled paper,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,11647,Berger-Cloonan #11647,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; dull, semi-gloss finish; light weight paper; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed; Not stamped; Torn; creased; holes; wrinkled; torn and worn binding edge; stained and discolored on verso; Contained in white plastic bag that reads: CITROEN RACING",StillImage,P2.D3.F4.A,false,2022-06-13T21:13:31.295000+00:00,fedoraAdmin,Marbled papers,"1 sheet of red, blue, yellow and white marbled paper; 10.25 x 15.25 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:13:31.295000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/139/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/139/orderProxies,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/139/pages/page_0/files/11647.jpg,,,,
art reproduction|French snail marbled papers|Dutch marbled paper|curl marbled paper,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,11638,Berger-Cloonan #11638,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; dull, semi-gloss finish; large, loose French snail pattern; light weight paper; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed; Not stamped; Creased; wrinkled; edge tears; worn and torn binding edge; discolored edges on verso; Contained in white plastic bag that reads: CITROEN RACING",StillImage,P2.D3.F4.A,false,2022-06-13T21:13:17.492000+00:00,fedoraAdmin,Marbled papers,"1 sheet of pink, blue, yellow and white marbled paper; 9.00 x 14.75 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:13:17.492000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/130/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/130/orderProxies,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/130/pages/page_0/files/11638.jpg,,,,
Stone marbled papers|endpapers|art reproduction|agate marbled paper,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,8367,Berger-Cloonan #8367,Distribution of fibers; Surface application; Laid Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Laid paper; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.4.f; Not signed; Not stamped; Faded; creased; worn; binding edge,StillImage,,false,2022-06-13T21:12:05.332000+00:00,fedoraAdmin,Marbled papers|Marbling (Bookbinding),"1 sheet of red, green and white marbled paper; 5.00 x 8.00 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:12:05.332000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/88/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/88/orderProxies,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/88/pages/page_0/files/08367.jpg,,,,
French snail marbled papers|Dutch marbled paper|curl marbled paper|art reproduction,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,13076,Berger-Cloonan #13076,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; dull, semi-gloss finish; light weight paper; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed; Not stamped; Creased; curled binding edge; wrinkled; stained on verso; faded on recto; Contained in white plastic bag that reads on recto and verso: CIRQUE PHOTO/VIDEO 9 et 9 bis, bd des Filles-du-Calvaire 75003 PARIS Tél: 01 40 29 91 91 www.lecirqur.fr [images of cameras and computer]",StillImage,P2.D3.F4.A,false,2022-06-13T21:18:43.288000+00:00,fedoraAdmin,Marbled papers,"1 sheet of red, blue, yellow and white marbled paper; 7.75 x 10.00 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:18:43.288000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/325/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/325/orderProxies,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/325/pages/page_0/files/13076.jpg,,,,
Stamped paste papers|paste paper|art reproduction,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,4173,Berger-Cloonan #4173,"Surface application; Paste; M3.D1.F2; Stamped with two upper-case ""A's; [written in pencil on verso]: ""A. DOYLE MOORE Printer, designer, proprietor of the FINIAL PRESS CHAMPAIGN, IL""; [written in pencil on verso]: ""Paper from A. Doyle Moore Gift to S.B. May 2005""; A. Doyle Moore donated the sheet to Sidney E. Berger and Michele V. Cloonan in 05/2005.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.G.3.d; Not signed; Not stamped; Edges torn",StillImage,,false,2022-06-13T21:09:52.550000+00:00,fedoraAdmin,Paste papers,1 sheet of gray and white paste paper; 25.00 x 38.00 in.,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:09:52.550000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/4/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/4/orderProxies,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/4/pages/page_0/files/04173.jpg,Illinois--Champaign,"Moore, A. Doyle (Alvin Doyle), 1931-",20th century,Finial Press
Stone marbled papers|endpapers|art reproduction|agate marbled paper,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,8366,Berger-Cloonan #8366,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.f; Not signed; Not stamped; Binding edge,StillImage,,false,2022-06-13T21:12:05.226000+00:00,fedoraAdmin,Marbled papers|Marbling (Bookbinding),"1 sheet of yellow, blue and white marbled paper; 8.25 x 10.50 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:12:05.226000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/87/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/87/orderProxies,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/87/pages/page_0/files/08366.jpg,,,,
art reproduction|French snail marbled papers|Dutch marbled paper|curl marbled paper,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,11725,Berger-Cloonan #11725,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; semi-gloss finish; light weight paper; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.c; Not signed; Not stamped; Torn; creased; holes; tiny edge tears; discolored and stained on recto and verso; curled, worn and torn binding edge; Contained in white plastic bag that reads on recto and verso: CIRQUE PHOTO/VIDEO 9 et 9 bis, bd des Filles-du-Calvaire 75003 PARIS Tél: 01 40 29 91 91 www.lecirqur.fr [images of cameras and computer]",StillImage,P2.D3.F4.A,false,2022-06-13T21:15:42.423000+00:00,fedoraAdmin,Marbled papers,"1 sheet of red, blue, yellow and white marbled paper; 7.50 x 10.00 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:15:42.423000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/217/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/217/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/217/pages/page_0/files/11725.jpg,,,,
nonpareil marbled paper|art reproduction,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,11626,Berger-Cloonan #11626,"Distribution of fibers; Surface application; Laid Marbled; P2.D3.F4; Laid paper; dull, semi-gloss finish on recto; loose pattern; Sidney E. Berger and Michele V. Cloonan purchased the sheet in Paris, France in 07/2013.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: II.E; VIII.F.1.e; Not signed; Not stamped; Creased; wrinkled; yellowed and discolored on verso; Contained in white plastic bag that reads: CITROEN RACING",StillImage,P2.D3.F4.A,false,2022-06-13T21:12:56.428000+00:00,fedoraAdmin,Marbled papers,"1 sheet of red, blue, yellow and white marbled paper; 9.00 x 14.50 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:12:56.428000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/118/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/118/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/118/pages/page_0/files/11626.jpg,,,,
zebra marbled paper|endpapers|art reproduction,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,12826,Berger-Cloonan #12826,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; Rounded top corners; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.i; Not signed; Not stamped; Folded in half; torn; creased; pinholes; faded and stained on recto and verso,StillImage,,false,2022-06-13T21:17:37.430000+00:00,fedoraAdmin,Marbled papers|Marbling (Bookbinding),"1 sheet of blue, red, yellow, orange, black and white marbled paper; 16.75 x 11.00 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:17:37.430000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/286/pages|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/286/orderProxies,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/286/pages/page_0/files/12826.jpg,,,,
endpapers|art reproduction|Stormont marbled paper,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,8346,Berger-Cloonan #8346,Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.4.g; Not signed; Not stamped; Not stickered; Not embossed; Faded; creased; torn; wrinkled; curled and worn binding edge; stained and discolored on verso,StillImage,,false,2022-06-13T21:11:32.770000+00:00,fedoraAdmin,Marbling (Bookbinding)|Marbled papers,"1 sheet of black, pink, yellow and white marbled paper; 9.00 x 11.25 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:11:32.770000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/67/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/67/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/67/pages/page_0/files/08346.jpg,,,,
art reproduction|marbled paper|Oil on water marbled papers|endpapers,fedoraAdmin,In copyright; For more information see: http://rightsstatements.org/vocab/InC/1.0/,12844,Berger-Cloonan #12844,"Surface application; Marbled; C2.B4; Previously used as an endpaper in a bookbinding; [written in pencil on verso]: ""[Be4ther] 123 portrs. including one of Columbus also Cortes Alden 582/16 only illustration is Harvard in US""; The sheet is from the Bernard Middleton Collection. Bernard Middleton donated these sheets to Sidney E. Berger and Michele V. Cloonan circa 1990.; Section(s) from the Decorated and Decorative Paper Terms Thesaurus: VIII.F.1.f; Not signed; Not stamped; Wrinkling; creased corner and edge; binding edge; discoloration and staining on verso",StillImage,,false,2022-06-13T21:18:09.403000+00:00,fedoraAdmin,Marbled papers|Marbling (Bookbinding),"1 sheet of green, gray, black and white marbled paper; 7.75 x 11.25 in.",https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects,2022-06-13T21:18:09.403000+00:00,Paper,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/304/orderProxies|https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/304/pages,reformatted digital,https://api.library.tamu.edu/fcrepo/rest/3b/6f/c3/25/3b6fc325-f6ca-41d8-b91e-8c5db3be8c13/fb/00/6c/bc/fb006cbc-d2e5-4fcb-9321-62b6385720d0/berger_cloonan_batch_6_objects/304/pages/page_0/files/12844.jpg,,,,
