dc_subject,dc_type,dc_format,fedora_lastModifiedBy,dcterms_created,fedora_lastModified,fedora_hasParent,fedora_writable,dcterms_extent,dc_description,dcterms_isPartOf,dc_rights,dcterms_temporal,ldp_contains,dcterms_type,dcterms_spatial,dcterms_abstract,dc_publisher,fedora_createdBy,dc_title,fedora_created,files,dcterms_alternative,dc_creator
Belgium--Charleroi|Europe--Sambre River|World War (1914-1918)|Rivers,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T17:03:46.214000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/369/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/369/orderProxies,StillImage,Charleroi|Belgium,"Colored photo postcard showing the Sambre River in Charleroi, Belgium. Postcard would have originally been issued in a postcard book.",,fedoraAdmin,"Charlerdi, la Sambre",2021-10-27T17:03:46.214000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/369/pages/page_0/files/mss00170_02-05_0047.jpg,"Charlerdi, the Sambre",
France--Laon|Catholic church buildings|Church buildings|World War (1914-1918)|Railroads,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:54:05.154000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/328/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/328/orderProxies,StillImage,Laon|France,"Photo postcard of the raised railway in Laon, France.",Heiss & Co.,fedoraAdmin,"Laon: Zahnradbahn, im Hintergrund de Kathedraie - le pont du funiculaire",2021-10-27T16:54:05.154000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/328/pages/page_0/files/mss00170_02-04_0043.jpg,"Laon: railroad, in the background the cathedral - Montmartre Funicular",
World War (1914-1918)|Poetry|Love-letters|Couples,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:31:49.399000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 14 x 9 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/232/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/232/orderProxies,StillImage,,Colored photo postcard of a soldier romancing a woman in a field of heather featuring lines from the poem Heidenröslein by Franz Peter Schubert.,L.P.,fedoraAdmin,Sah ein knab ein röslein stehn! Röslein wehrte sich und stach: half ihm doch kein web und ach must es eben leiden,2021-10-27T16:31:49.399000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/232/pages/page_0/files/mss00170_01-50_0069.jpg,"A boy saw a wild rose! The rose defended herself and pricked him, but her cries of pain were to no avail; she simply had to suffer.",
Catholic church|France--Reims|World War (1914-1918)|Notre-Dame de Reims (Cathedral)|Church buildings,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:01:24.048000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 14 x 9 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/100/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/100/pages,StillImage,Reims|France,"Photo postcard of the Cathedral of Notre-Dame at Reims in Reims, France. Postcard would have originally been issued in a postcard book.",,fedoraAdmin,Reims: Façade occidentale de la Cathédrale,2021-10-27T16:01:24.048000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/100/pages/page_0/files/mss00170_01-42_0007.jpg,Western facade of the cathedral.,
France|Streets|World War (1914-1918)|Railroads,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T17:20:06.622000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/64/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/64/orderProxies,StillImage,France,Photo postcard of people standing in street near railroad station.,Dr. Trenkler & Co.,fedoraAdmin,"[Street view with local people, buildings, and railroad tracks]",2021-10-27T17:20:06.622000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/64/pages/page_0/files/mss00170_01-39_0015.jpg,,
World War (1914-1918)|Love-letters|Couples,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:28:48.981000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 14 x 9 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/219/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/219/orderProxies,StillImage,,Colored photo postcard of a couple on a bench.,,fedoraAdmin,"Die erste Lieb' und der junge Mal, Die müssen zusammen kommen, Dann schlagen die Herzen noch einmal so frel, Und sin!d im Nu entglommen",2021-10-27T16:28:48.981000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/219/pages/page_0/files/mss00170_01-50_0043.jpg,"The first love and the young man, they must come together, then the hearts beat once more so freely, and are gone in a flash.",
World War (1914-1918)|Belgium--Comines|Customhouses,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T17:16:00.441000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/47/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/47/pages,StillImage,Comines|France,Photo postcard of a street view and the Belgian customs building. Postcard would have originally been issued in a postcard book.,S.-D.,fedoraAdmin,Comines (Belgique) Rue du Fort. Douane Belge,2021-10-27T17:16:00.441000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/47/pages/page_0/files/mss00170_01-37_0003.jpg,"Belgian customs building in Comines, Belgium",
"Belgium--Brussels|World War (1914-1918)|Catholic church buildings|Notre-Dame de la Chapelle (Brussels, Belgium)|Church buildings",Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:07:49.097000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/128/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/128/orderProxies,StillImage,Belgium|Brussels,"Photo postcard of Notre-Dame de la Chapelle in Brussels, Belgium.",Nels,fedoraAdmin,Bruxelies. Eglise Notre-Dame de la Chapelle. Ancienne prévôté fondée en 1134 par Godefroid ler.,2021-10-27T16:07:49.097000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/128/pages/page_0/files/mss00170_01-45_0003.jpg,Brussels. Notre-Dame de la Chapelle Church. Former provostry founded in 1134 by Godefroid ler.,
World War (1914-1918)|France--Ardennes|Castles,Postcards,reformatted digital,fedoraAdmin,1915,2021-10-27T17:02:34.622000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 14 x 9 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/364/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/364/pages,StillImage,France|Ardennes,"Illustrated postcard of Château de la Bôve in Bouconville, France.",B. Harla,fedoraAdmin,D. Bouconville Franbreich. La-Bôve-Chateau. 1914 Welkrieg 1915.,2021-10-27T17:02:34.622000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/364/pages/page_0/files/mss00170_02-05_0037.jpg,"Bouconville, France. La-Bôve-Chateau. World War 1914-1915.",
France--Marne|Statues|World War (1914-1918),Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T17:24:27.765000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 14 x 9 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/82/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/82/orderProxies,StillImage,Marne|France,"Photo postcard of a statue inside a church in Bourgogne-Fresne, France.",Ludwig Fries,fedoraAdmin,Bourgogne Blick ins Mausoleum,2021-10-27T17:24:27.765000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/82/pages/page_0/files/mss00170_01-41_0005.jpg,Pictures from the western theater of war.,
Plazas|World War (1914-1918)|Belgium--Tournai,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:11:59.758000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/146/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/146/orderProxies,StillImage,Torhout|Belgium,"Photo postcard of Crombez Square in Tournai, Belgium.",Nels,fedoraAdmin,"Tournai, La Place Crombez",2021-10-27T16:11:59.758000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/146/pages/page_0/files/mss00170_01-46_0013.jpg,,
Children|Military uniforms|World War (1914-1918),Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:37:08.694000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 14 x 9 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/255/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/255/pages,StillImage,,Photo postcard of a young girl and a young boy dressed in military uniform.,Neue Photographische Gesellschaft,fedoraAdmin,Mach deinem infanterist der berg nicht schwer,2021-10-27T16:37:08.694000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/255/pages/page_0/files/mss00170_01-51_0029.jpg,Don't make the mountain difficult for your infantryman,
Belgium--Ieper|Streets|World War (1914-1918)|Buildings--War damage,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T15:55:54.486000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/27/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/27/pages,StillImage,Ypres|Belgium,Photo postcard of a street scene in Ieper after being bombed.,Louis Bayer,fedoraAdmin,"Ypern, Die Zerstörung nach der Beschießung von englischen Granaten",2021-10-27T15:55:54.486000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/27/pages/page_0/files/mss00170_01-36_0009.jpg,"Ieper, showing the destruction after the bombardment of English shells",
World War (1914-1918)|Buildings|Country life,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:26:16.789000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/208/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/208/orderProxies,StillImage,,Photo postcard of people standing together and holding horses.,,fedoraAdmin,[Photo of a family with horses in front of a house and tree],2021-10-27T16:26:16.789000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/208/pages/page_0/files/mss00170_01-50_0021.jpg,,
World War (1914-1918)|Soldiers|Trenches,Postcards,reformatted digital,fedoraAdmin,1917,2021-10-27T16:48:00.976000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/302/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/302/orderProxies,StillImage,,Photo postcard of soldiers in a trench.,R.U. Komp,fedoraAdmin,[Soldiers in a trench],2021-10-27T16:48:00.976000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/302/pages/page_0/files/mss00170_02-02_0065.jpg,,
Views|World War (1914-1918)|France--Côte-d'Or,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T17:00:53.675000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/357/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/357/orderProxies,StillImage,Côte-d'Or|France,"Photo postcard of a view of Gilly, France. Postcard would have originally been issued in a postcard book.",S.D.,fedoraAdmin,Gilly - Panorama des Haies,2021-10-27T17:00:53.675000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/357/pages/page_0/files/mss00170_02-05_0023.jpg,Gilly - Panorama of the Haies,
Postal service|Women|World War (1914-1918),Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:29:02.804000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 14 x 9 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/220/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/220/pages,StillImage,,Colored photo postcard of a woman waiting for the mail.,S. V. D.,fedoraAdmin,In erwartung der feldpost,2021-10-27T16:29:02.804000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/220/pages/page_0/files/mss00170_01-50_0045.jpg,In anticipation of the field mail,
Couples|World War (1914-1918)|Love-letters,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:34:35.975000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 14 x 9 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/244/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/244/orderProxies,StillImage,,Illustrated postcard of a couple saying goodbye.,,fedoraAdmin,"Wenn Menschen auseinandergeh'n, Dann sagen sie ""Aug Wiederseh'n""",2021-10-27T16:34:35.975000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/244/pages/page_0/files/mss00170_01-51_0007.jpg,"When people part they say ""Goodbye""",
France--Saint-Quentin (Aisne)|World War (1914-1918)|Abbeys|Catholic church buildings,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T15:53:09.868000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 9 x 14 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/16/orderProxies|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/16/pages,StillImage,France|Saint-Quentin,Photo postcard of the Fervaques Cistercian Abbey.,,fedoraAdmin,Saint-Quentin - L'Ancien Fervaques,2021-10-27T15:53:09.868000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/16/pages/page_0/files/mss00170_01-35_0035.jpg,Saint-Quentin - The Old Fervaques,
France--Roubaix|World War (1914-1918)|Soldiers--Housing,Postcards,reformatted digital,fedoraAdmin,1914?,2021-10-27T16:13:49.838000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects,false,1 postcard; 14 x 9 cm,"Held in the Archive of World War I German and Austrian Documents at Cushing Memorial Library on the campus of Texas A&M University, College Station, Texas.",Archive of World War I German and Austrian Documents,No copyright - Non-commercial use only; for more information see: http://rightsstatements.org/vocab/NoC-NC/1.0/,1914-1918,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/154/pages|https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/154/orderProxies,StillImage,Roubaix|France,"Photo postcard of soldiers' housing on the main street in Roubaix, France.",,fedoraAdmin,Soldatenheim in Roubaix grande rue,2021-10-27T16:13:49.838000+00:00,https://api-pre.library.tamu.edu/fcrepo/rest/bb/97/f2/3e/bb97f23e-803a-4bd6-8406-06802623554c/apfelbaum-pre_objects/154/pages/page_0/files/mss00170_01-47_0009.jpg,Soldiers' home in Roubaix on grande rue.,
